epoch,train_loss,val_loss,gen_loss
1,30.44374392191569,0.1664828658103943,30.44374392191569
2,19.001387278238933,0.09408696927130222,19.001387278238933
3,17.382189712524415,0.09132586978375912,17.382189712524415
4,16.035031814575195,0.0901629626750946,16.035031814575195
5,15.326752955118815,0.08574084751307964,15.326752955118815
6,14.854744517008463,0.08372905477881432,14.854744517008463
7,14.63220423380534,0.08158243261277676,14.63220423380534
8,14.331486434936524,0.08071883209049702,14.331486434936524
9,14.07217352549235,0.08380339480936527,14.07217352549235
10,14.226737327575684,0.14704405516386032,14.226737327575684
11,14.590033531188965,0.08238333836197853,14.590033531188965
12,13.90933561960856,0.08169489540159702,13.90933561960856
13,13.880911127726238,0.08056144416332245,13.880911127726238
14,13.62871425628662,0.07909124717116356,13.62871425628662
15,13.543449974060058,0.07869895920157433,13.543449974060058
16,13.443105239868164,0.07870164327323437,13.443105239868164
17,13.351158116658528,0.07944386452436447,13.351158116658528
18,13.380303281148274,0.08047090843319893,13.380303281148274
19,13.298811747233072,0.07925010658800602,13.298811747233072
20,13.301240514119467,0.07789610885083675,13.301240514119467
21,13.221440404256185,0.07813822850584984,13.221440404256185
22,13.219327913920084,0.07820488139986992,13.219327913920084
23,13.055422299702963,0.07666223682463169,13.055422299702963
24,13.018371251424155,0.07860499061644077,13.018371251424155
25,13.094459991455079,0.07754826359450817,13.094459991455079
26,13.014137687683105,0.07811326161026955,13.014137687683105
27,12.989822591145833,0.07817075029015541,12.989822591145833
28,12.938598238627115,0.07787718623876572,12.938598238627115
29,12.96502633412679,0.07602798007428646,12.96502633412679
30,12.802550328572591,0.07602877914905548,12.802550328572591
31,12.790265350341796,0.07676922902464867,12.790265350341796
32,12.73311092376709,0.07626438327133656,12.73311092376709
33,12.720549926757812,0.07683534547686577,12.720549926757812
34,12.722668622334798,0.07638650946319103,12.722668622334798
35,12.59207639058431,0.07497469522058964,12.59207639058431
36,12.607392361958821,0.07481595128774643,12.607392361958821
37,12.639268646240234,0.07515987940132618,12.639268646240234
38,12.648430646260579,0.07556754536926746,12.648430646260579
39,12.587385711669922,0.07566792704164982,12.587385711669922
40,12.659461326599121,0.0748712606728077,12.659461326599121
41,12.580652821858724,0.07435225881636143,12.580652821858724
42,12.494925066630046,0.07493569329380989,12.494925066630046
43,12.57198605855306,0.07467297092080116,12.57198605855306
44,12.568634541829427,0.07393785379827023,12.568634541829427
45,12.518271420796712,0.07384399138391018,12.518271420796712
46,12.502836316426595,0.07347723469138145,12.502836316426595
47,12.447053476969401,0.07448222488164902,12.447053476969401
48,12.47308837890625,0.07409905456006527,12.47308837890625
49,12.434593976338704,0.0734845008701086,12.434593976338704
50,12.500381596883138,0.07350429520010948,12.500381596883138
